message_key,message_text
78615cf5e103e20f,@McKenzi Gooch and @Amberlyn Etienne for a successful Vail My Epic Dashboard delivery/handoff this week :taco: :taco:
ce783d5243ea915c,:taco: :taco: Kudos to @Hui Ma for getting a series of rapid fire challenging asks from our stakeholder on a Friday and meticulously working through each one with efficiency and precision combined with subject matter expertise that is unparalleled. Switching between specific keyword performance to AI prompt optimization to mobile app performance all within a series of hours is something that is much easier said than done. We're lucky to have such a superstar on our team :star2:
a7c9237deda78dfe,Tax season barely kicked off and  @Samantha Herrington and @Luke Youtsey already getting verbal commits on next tax year Intuit commitments :taco:
db84b0c3b724e595,:taco: for the crew for an amazingggg session this week that I can’t stop talking about @Brock Sauvage @Liam Huffman @Kate Marxkors @Samuel Pratt @Tracy Burns-Yocum
e763dd66d9231aa4,@Tanner Linnard :taco: :taco: :taco:Thank you so much for your help with my computer issues and coordinating the help to get it fixed!
f725c252a626760e,":taco: For @Olga Poleleyeva for her deep Intuit knowledge, amazing partnership, and ability to roll up her sleeves and identify and resolve problems when they arise!"
67bf9b10c285e693,@Joe Allman @raul.pereda @TJ Kaplan Figuring out the Beacon personalization problems :taco:
225e531b53c14768,@Chase Porter give back :link:  :taco: :taco:
2efac64955455d1f,"Huge Congrats to the Mailchimp :mailchimp: team!  @Gressi Lopez and @Minjae Lee came in and disentangled a GIANT spaghettified :spaghetti: reporting spreadsheet, built new underlying tables, and even corrected some errors in legacy client code.  @Sean Miller built a beautiful and impressive dashboard that allows them near realtime insight into their sales funnel and has been able to pivot fast to client requests to fine tune the design.  @John Carney helped me deal with some bumps and provided guidance that kept the project on track. You are all super stars :dizzy:  and I’m so glad you’re on my team!   Also: :taco:"
edb00780814197d8,"@Sean Emmerson :taco: for the great Lightning Talk over building client relationships, identifying tensions, and de-escalations!!"
c22620255d6a03af,Happy Birthday @Megan Mullowney :taco::taco::taco::taco::taco: :tada:
b0515e79d96e6c9e,Great milestone @Tom Sievers. Thanks for everything you do. Cheers to 5-years and looking forward for many more successful years ahead. :taco::taco::taco::taco::taco::thankyou:
52f61cc1ae7ff589,"Tacos for our discussion group leaders for today's TLT Project Lead Therapy @Astha Saxena@Felicia Henke@Joe Connelly@Luke Youtsey and @Alex Gunnerson, and thanks to everyone that participated - these meetings only work when people are able to be honest and transparent about the challenges you're working through and I heard a lot of great ideas shared for how to move forward in the new year :teamwork::taco:"
a783cf39c36236cc,Congrats to @Katie Jones &amp; @Sean Miller on finally getting the David Yurman signature!! :taco:
4dc5cc8d5a826a5a,i’m sure you should be included in the :taco: :concordlove:  too @Hannah Alexander
f4c1cc08094cff6d,:first_place_medal: Shout out to the Nikon team for their perseverance and continuing to DELIVER up until the very last day. Going out on a high note and with praise and appreciation  the client. @unknown_user @Joe Allman @Virginia @Angie @Juan Carlos Bazan Ochoa :taco:
9a4177f7faa489d4,"I’m out of :taco: today, but big # to @Chase Porter, @Alex Gunnerson and @Nick Bade for their help with a no-holds-barred client call this afternoon. Two straight hours of Q&amp;A on topics ranging  technical challenges to office politics and how to navigate them all is something to experience.\n\nNo prep. No visuals. Just conversation.\n\nThis group absolutely met the moment. Thank you!"
6100c93656c37f0d,@Svet :taco:
05e5d2fdd59d1221,@Morgan Miller - message me on Teams HB2UUUUU!!!! :taco::taco::taco::taco::taco:
8727465ab28138e9,@Alex Krumins nice job running things on some difficult vail problems.\nHe's taken a lot of ownership since Brock started grad school this week :slightly_smiling_face:\n:taco:
322fceacfe23a423,#kudos to @Hui Ma for the 24-hr response time on major requests &amp; hot-fixes during tax season :taco::taco::taco::taco::taco:
93e86bd6996596da,":taco: its easy to overlook wins for @Hui Ma because everything she touches is flawless :sparkles:\n\nWith the tax season kicking off, we know that we're going to be fielding questions left and right for all kinds of use cases. The search team has no problem sending us challenging analyses because they know our team can get to the bottom of it with efficiency and precision. I have boundless appreciation for your attention to detail, thoughtful write-ups and the ability to show how you arrived at all your conclusions\n\nWhen the SEO team told us ""impressions down, clicks are up, that looks wrong. Why?"", that is a nebulous question to answer. You got to the bottom of it, which ended up realizing that those specific pages were no longer featured on their site links, and this would keep impressions from having the same level of visibility. Fantastic find, we're lucky to have such an outstanding member of our team :turbotax-intensifies::teamwork-pigeons:"
75c0b29eb3d0797b,@Reese Kling @Eli Zelle @Analeidi Barrera great job with the demo! @Angie thanks for wrapping up your work and giving us notes before your time off! :taco:
2ed2ac07cc345b53,:taco::taco:@Josh Stephens for crushing it over and over with thoughtful AND timely answers to all of Alex Hendy's questions.
fcc9a72001dcd250,@unknown_user :taco::taco::taco::taco: Yara KT part 1! One more to go!!!! :partyparrot:
187df2a85351d5ce,@Joe Allman @unknown_user @Pablo Atoche @Virginia Nikon deployments :muscle::skin-tone-3: :taco:
c00b5f75af6c91a3,@Gabby Lopez thank you for leading the book club today (even tho you're still feeling a bit under the weather)! another great conversation today :slightly_smiling_face: :taco::taco::taco::taco::taco:
d7d04f50aee08873,@Hans :taco: :taco: :taco:
553354251cd8766c,The truth! @Tama Chakrabarty :taco:
de7d065408ec631e,"<!here Are you ready?!?!\n\n:christmas_tree: :elephant: :christmasparrot:Our week of holiday festivities is in FULL swing!! :christmas_tree: :elephant: :christmasparrot:\n\nFirst up: We realize many of you will be in the office tomorrow, so it may be easier for you to bring your :christmas_tree: Adopt-A-Family :christmas_tree: donations tomorrow if you weren't planning to be in the office today. _We are extending the deadline  today until tomorrow for Adopt-A-Family donations to be dropped off at the office, or sent via venmo/paypal._ :christmas_tree: _All donations are due tomorrow, Thursday, 12/7._ :christmas_tree: \n:small_blue_diamond: Family's wishlist can be found <https://docs.google.com/spreadsheets/d/17WC3BVcn_vG9dFjrNIbulnVc2KnGsBe9DbCVD7K35cM/edit#gid=0|here\n:small_blue_diamond: Venmo: Susan-Fields-12 (last 4 digits of my :phone: are 1813)\n:small_blue_diamond: PayPal (<mailto:sfields9404@gmail.com|sfields9404@gmail.com) _- please send F&F_\n\nNext: Tomorrow (Thursday) is our :elephant: White Elephant Party! :elephant:\n:black_small_square: Don't forget to bring your wrapped gift tomorrow to the office!\n:black_small_square: Party starts promptly at 3 pm\n:black_small_square: Treat sign-up can be found <https://docs.google.com/spreadsheets/d/1mLurqqzGbzK-rURHzbaQLd6w0SL_VfNsopItaP_2bQk/edit#gid=0|here\n\nAnd, THEN, on Friday: Our :tada: Annual Holiday Party! :tada:\n:small_red_triangle: Cocktails & Apps begin at 7:00 pm with dinner to follow\n:small_red_triangle: 3rd Floor @ The Rockhill Grille (200 Grand Blvd, 3rd Floor, KCMO 64108)\n\nReach out to @Amy Healy or me with questions :slightly_smiling_face:"
6042d54a486a7dbb,@Ethan Brinkman @Silas Rhyneer @Jake Martens @Munta Mehtaz @Ellen Hortsch :taco: happy holidays!
505dbb0d9837b947,:birthday: _HAPPY BIRTHDAY_ :birthday:\n\nWishing you the best on your birthday and everything good in the year ahead!\n\n• @Kathan Shah (USA)\n• @Sam Azzone (USA)
dfca82cfcbc63996,@sergio.curay @Collin Stewart @Jerry Hill last minute website changes! I appreciate you helping out! :taco: :authconlove:
43b4f3b74be66323,@Elena Williams - Message me on Teams Pro tips :art: :taco::taco::taco::taco::taco:
e210c11e90854dca,@Grant Golemo leftover :taco: :taco:  from yesterday
0f799c0f881bf799,@David Simeon :taco::taco::taco:  asynchronous events well explained
2a39d4965e133980,@Marcio Romero :taco: :taco: :taco: :taco: :taco: :birthday:
ca4b5e94e2b1c4f6,@Leah Slate _friendship_ :taco: I can always count on you
38120040fdb8fc90,This was a herculean effort that @Kate Marxkors @John Carney &amp; @Jacob Logan played a part in too! :star2: I am so appreciative of this team's willingness and ability to collaborate
ff35c59efcb3d3ca,"@Brian Johnson - Thank you for constantly seeking ways to improve and simplify processes, while somehow also making my life easier! If I could I would give you :infinity: tacos, but the best I can do is...:taco::taco::taco::taco::taco:"
48ab0ef066eebbce,@unknown_user :taco::taco: for Beacon investigation! :thankyou-3456:
75cf19d35d5e3636,"@Eric Huiza :taco: :taco: :taco: Assets Fixes, thanks! (owe you more tacos)"
3adcae61b5b5a8c8,@Stephen Tobisch :taco: :taco: :taco: :taco: :taco: eyewear beware
ad2e65b7a5fe1140,@Lindsey Peters - Thank you for supporting a last minute CJA training request. :taco: This one has truly been all-hands-on-deck :shipitparrot:
36c46dba6a8bfc15,"REALLY Amazing Sephora meeting today!!!! :lipstick::sephora: @Astha Saxena\nThe Sephora client created a presentation ABOUT OUR PARTNERSHIP that went to Artemis, the CEO!!!!!!\n\nThis presentation included...\n• slides about what impressed them about our work & the efficiencies this provided to the team!!!!\n• an ""opportunities / challenges"" section which essentially only spoke to the team wanting more money to spend with us :joy:\nIncredible to see the only ""faults"" of our partnership presented to the CEO as ""not enough money/time to do everything {Sephora} wanted!!!""\n\nThey also explicitly requested to get to keep their same team ( @Astha Saxena) before putting NEW BIZ for continued support into place!!!\n\nHaving a client create a partnership success presentation FOR US and take it up the ladder to request more money to spend with us is truly unheard of!!!  :moneybag::melting_face::champagne:\n:taco::taco::taco::taco:"
1f02f9184a79bb3a,Shoutout to @Jamal Zlitni for taking ownership of some tricky feedback requests  a client for a net-new Tableau dashboard. This is his first time working in Tableau and he is absolutely rocking it! :taco: :taco: :taco: :taco: :taco:
2a21903cfe22a0f7,@Nick Vega table work :taco: :taco: :taco:
2186301df5fcc7fd,:taco: :taco: for @Camryn Backes for presenting her first Tableau dashboard on the GOAT project at intuit this week :chart_with_upwards_trend:\n:taco: :taco: for @Dawson Carter for overhauling a Sigma sales performance dash with such a quick turnaround :cat_typing:
3d9fd79bfefb6ad5,":taco: @John Carney @Scott Sanders & @Krissy Tripp for driving an engaging discussion during our internal meeting on the future of data science, engineering and AI development in our work. Really enjoyed hearing everyone's perspectives :galaxy-brain:"
8e974b98e4812fc5,@James Craig @Niketh Gamage @Claire Cheng :taco: claimz
db983262ee011fea,@Gabby Lopez @Chris Haggard @David Goodell :taco: for an inspiring DEI discussion today.
0392a11d2214441d,@Alex Krumins :taco::taco::taco::taco::taco: For keeping Kroger on track with the new Washington My Health My Data act by implementing a new method to prevent a more strict set of PHI from getting to any third parties. Thank you!
dea62190a4a94b72,"@Tracy Burns-Yocum passed this along this morning.\n\nYesterday, while chatting with Nate Liu (ICS Data Scientist who reports to Ben Farber) he said ""[Intuit] has a lot of contractors. You guys [Concord] are the ones everyone wants and needs.""\n\nAwesome work, ICS Experimentation!  @Tracy Burns-Yocum, @Scott Sanders, @Jamal Zlitni, @Liz King, @Nick Bade :taco:"
1deca19bbbd6ddf5,"@Josh Stephens gets all my :taco::taco::taco::taco::taco: today after doing 2 great CG CJA shareouts yesterday! He has been putting in so much great work into helping CG get CJA off the ground and now he’s finally able to show off all his amazing work by showing off their new tool’s capabilities now that they FINALLY have data and can gather insights for the teams. After both sessions yesterday, both stakeholders wanted to start diving into CJA ASAP so they could start using Adobe’s workspace to dive even further into their business questions. Josh I’m so proud of how you’ve taken this whole project  start to end and I’m so glad our clients also share our enthusiasm now. :excite::adobe::joshstephens:\n\nDirect quote  our client: “Thanks for all your hard work @Josh Stephens. We’re very excited to partner with you on developing CRM’s post auth dash as a POC for the rest of the CG marketing org to adopt.” :stars:"
211b2298d2fcc0c8,":taco::taco: @Candice Dominguez @Victor Valdes Diaz shoutout to y'all for pushing through the abandonment dashboard for the TurboTax Canada team. Its always tricky when you're answering a question about a new experience that doesn't necessarily have an easy source to check against, but you both handled all their seemingly random questions with grace. I watch y'all feed off each others strengths to make the client happy and the project less cumbersome. Keep crushing it, talent like yours are what makes our team a well-oiled machine :mechanical_arm::taylor-swift-turbo-tax-tt:"
e5f64561c656fddc,@Josh Stephens your reputation for expertise and excellence is spreading organically within the Kroger ecosystem! :taco::taco::adobe::kroger:
e7dbeeeae95f67da,@Ethan Brinkman @Jake Martens @Zach Manning-Brose ET-7 gang making cool apps :sunglasses: :taco:
c6039059eccea2a1,:birthday: _HAPPY BIRTHDAY_ :birthday:\n\nWishing you the best on your birthday and everything good in the year ahead!\n\n• @Iliyan Iliev (Bulgaria)
96329e49e92fa53b,@Angel @Sebastian :taco: :taco: welcome!
656bf1ef4e05ab1e,@Linda Feldt @Dave Cyr @Nikki Thank you for the help with the MN-FIT event this week!  :taco:
60d378492610e453,@Nick Vega @unknown_user @Lisa Putney-Smith YARA! :taco:
284cc14be6e87a64,More :taco: for @Daniel Bunch. He's out here hustling and fixing everything to keep us running on Google EC. You the man!
be60c0686c1344b5,"@Krissy Tripp thank you for the opportunity to share these wireframes and for your kind words and encouragement! :ted-lasso-appreciate-you:\n @Luke Youtsey regardless of how much is on your plate, you consistently set the stage as a leader who does everything to ensure your team has the support they need to deliver and look great in the eyes of the client. Thank you for being a great role model.\n @Scott Sanders @Tracy Burns-Yocum long overdue thank you both for the countless hours spent keeping me sharp on all things HLM bayesian, ICS experimentation needs, wireframing & architecture practices....the list goes on. It's truly a privilege to work with such brilliant minds:taco: :galaxy-brain:"
9d1c22aaa665bf2a,this speaks for itself.\nWords from the Vail client about @Corey Swope!!!\n:taco::taco::taco::taco::taco:
c097b296c3304af2,"also, peak storytelling and dm-ing from @Brock Sauvage :taco::taco::taco::taco::taco: i was on the edge of my seat the whole session"
14157b0312c782b2,:subway: Subway had a big win today with the official launch of the SubClub :party_blob: This has been a multi-month effort from @Amit Battase @Nick Bade @Dhatri Ambati @chelsea and a solid win for Concord Delivery :concord_intensifies: :taco:
0c83d231af9dc5a4,"Thank you @Corey Swope for the initial gSheet to databricks set up session with me and thank you @Josh Prock for the help of all the authentication, IDPS and other many small things that I’ve stepped into while doing this API integration in Intuit. You guys are the rock stars! :taco: :taco:"
7f9a1476cf605740,Happy work anniversary @Daniel Ramirez @Lindsey Peters @Alex Krumins @Luke Youtsey @John Hartert :taco:
d0defbf7695661ba,@Morgan Miller - message me on Teams for being an onboarding rockstar!! Thanks for all your support :taco::taco::taco:
2b3329772d08a7af,Congrats @Joy Hanner Let’s hear it for the OG :heart: :taco: Well deserved!!
da5d84cb8fdb1fcf,"Long overdue, but @Nitya Pujara :taco: :taco: :taco: :taco: :taco:\nGreat work taking ownership at Roche.  You onboarded so fast and have been crushing it  the get-go."
ec7dec8ce8256f21,AND kudos for @Isabel Nutting for her tireless orchestration.  :taco: :taco: It takes a lot of work to make an event look easy. :wink:
91720c2a817a5665,"We had a huge :goat: on :goat: team win for @Morgan Petersen and @Victor Valdes Diaz :taco:\n\nThe TurboTax Canada team asked if we could essentially recreate all of the pipelines from scratch that they were using in Datorama since they couldn't afford a tool like FiveTran. This team didn't flinch when they had to get access, develop pipelines, QA and unify a data model that could be used for both x-channel reporting as well as their MMM across 11 different advertising platforms with sub channels that rolled up into them... oh and it needed to be done in 4 months. Y'all used your deep understanding of api ingestion with the marketing knowledge to pull off something pretty incredible. Big time players make big time plays, nicely done :pikachucool::cheers:"
ade555a449842366,Thank you IT Helpdesk team for :date:support @Veselin Taushanov @Martin Petrov @Esteban Ponce :taco:
77c6b842d7bacd2e,@raul.pereda :taco: for Beacon support!
501afece4a2761f3,@Griffin Psaila :taco::taco: great work on the WHG Looker Studio training!!!
51567f1b3d13db67,@Olga Poleleyeva for having beautifully documented work for the TT Ad Channel Slides - onboarding to that project was a breeze with Olga's slide to use for reference :star2: :taco::taco:
fa001931028347be,kudos to @John Carney and @Tracy Burns-Yocum for helping get the IPD Health Dashboard data validation wrapped up :taco::taco:
7ee76b9e72c6d9b2,@Anna Trenary @Krista Carlson-Shadden @Harika Aitha @Joe Connelly continuing to be communicative on the Sally account.  :taco::thankyou::sally-beauty: Have a great weekend team.
f985111101911c9b,the salesforce connection has proven to be really beneficial with Vail - thanks @Katie Jones! :slightly_smiling_face:\n:taco:
12713e4762c50d21,@Brian Johnson @Joseph Nachinson on <http://realtor.com|realtor.com> :taco: :taco:
a77f35600299107a,My :usb: team is rocking this week. This is the busiest period of the year and you are all meeting the moment. Keep up the great work! @Hal Robison Conrad @Austin Carrill @Jack Poehlmann :taco:
59925cea5636b474,:taco: @Candice Dominguez @Samuel Pratt @Anji Moorthy @Felicia Henke Nothing says welcome back from a long weekend like a :dumpsterfire: Thanks for sticking with the client through this one :fire_engine:
63790e2f7527c6d0,:taco: :taco: to @Gressi Lopez and @matt.jenkins for driving a requirements gathering with a difficult stakeholder
b9c7ec9cb2491d00,Big thanks @Abhiram Nannapaneni for grinding through a tight timeline and delivering the two Newmar integrations successfully within just a week ! :taco: :taco: :taco: :taco: :taco:
6f20b263614ddcba,@Sarah Mack @Cate R @David Forster-Phillips berlin grind :muscle::skin-tone-3: :taco:
35a30f97c8d8311d,@unknown_user thank you as always! :taco: :taco: :taco: :taco: :taco:
dc970a903770ed63,:partying_face: _Happy Concord Anniversary_ :partying_face:\n\nThank you for being such an amazing part of all that we do!\n\n• @Felicia Henke (USA) - 4 years\n• Arsh Patel (USA) - 3 years
5b16e5a1e13d7324,right back atcha for bringing your expertise to the discussion @Brian Johnson along with @Krissy Tripp and @Kris Kozlowski :taco:
77540d7369b1a408,"To my whole PTA team on :us-bank:, you guys have been on a tear lately. Keep up the good work @Jack Poehlmann @Daniel Bunch @Sarah Powell @Austin Carrill :taco:"
ab0e31e97db84844,@Nate Lefebvre :taco: :taco: :taco: :taco: :taco:  HAPPY BIRTHDAY MY DUDE! Hope it's a lovely day
f366d916d8c2af7b,@Lindsey Peters @Ali Groepper @Cate R @Heather Schaefer @Kelly M :taco: Sorry I only can give 5 today - thanks for hosting a great Concord Women in Tech Lunch &amp; Learn today!
91a54a657d913b60,@Annette Rackley @Kelly M @Nicholas Turnquist :taco: CF workshops
22e7a1823cc1792f,You received 1 taco   @Slavyana Chonovska in <#C03DKUD6ZS8
427311b681a8fd17,@Karl Koob\nK   A    R   L\nO :taco:\nN      :taco:\nG            :taco:\nunpivot genius and datastage guru :star-struck: (your name wasn't long enough for these :taco: :taco:)
05891dde2c5d7d42,:partying_face: _Happy Concord Anniversary_ :partying_face:\n\nThank you for being such an amazing part of all that we do!\n\n• @Sam Azzone (USA) - 4 years
c83b73f351264c8a,@Brian Johnson @Joseph Nachinson on <http://realtor.com|realtor.com :taco: :taco:
0cf7383d24e0206c,@Elena Williams - Message me on Teams coming thru with the A+ SF record knowledge &amp; skillzzz :taco: :taco: :galaxy-brain:
22b24fad1f188c9f,@Alexander Vladimirov @Stanimir Nikolov @Vanya Marinova @Slavyana Chonovska :taco:
927e5c960584c9b5,Happy birthday @Ethan Brinkman :taco: :taco: :taco: :taco: :taco:
eefbeedc2e757d44,@Amberlyn Etienne  delivered 2 final Vail Tests today!!!\nwith the help of @McKenzi Gooch\nOne of which will be scaled :slightly_smiling_face:\nAwesome work!!! :taco::taco:
40f566f097f0d373,@Kevin Twitchell :whale2:  :heavy_plus_sign: :heavy_plus_sign:  and more :taco: :taco::taco::taco::taco:
531f02aeb3ed0b00,:taco:@Raghav Jupally @Ali Groepper - for much needed help navigating some RT moves this week.
2b02a0dfecfc2677,@unknown_user Nikon Deployment!! :taco::taco::taco::taco::taco:
1db680f8cf433d88,@Kelsey Thayer :taco:
d6b65fdc051364f3,@Linda Feldt :taco: :taco::taco::taco::taco: for being awesome every day :)
60b1c109e159cdca,":taco: :taco: have to give a pair of tacos to two exceptional team members @Victor Valdes Diaz & @Josh Prock. Y'all have been grinding through the tax season and not only are you checking off boxes, y'all are doing it will exceptional quality. I'm glad to see clients recognize just how much you guys stand out :thejoshemoji::victor-oops:"
ff62a08d7baa79b8,@Samantha Herrington &amp; @Leah Slate for all the Qlik help and troubleshooting :old-man-yells-at-qliksense: :taco: :taco:
283d138e1baa6923,@Munta Mehtaz @Keir Anderson @Ellen Hortsch @JJ Stamp @Kathan Shah :taco: soccer W yesterday :soccer:
852a580c4099d3ed,Great job on sprint demo! @Joe Yack @unknown_user @Pepe Miyashiro @David Simeon :taco:
85903d3d3e360bd2,@Nikolay Tashev @Georgi B @Alexander Vladimirov @Vanya Marinova @Daniel Todorov :taco:
cc1b1cae3f730c17,@Lin Huynh :mario_luigi_dance: :taco:
419bf2b6c794c4db,":taco: to @Lindsey Peters for being such an incredible mentor! She consistently makes time to guide, support, and share her knowledge with the me, even with her busy schedule. Her patience, insight, and willingness to jump on a call with a few minutes notice speaks volumes about Lindsey's character and leadership. Thank you!! :teamwork:"
adea2c1eafdaa0a3,@Will Wienckowski :taco: :taco:
1020e5d9280710cb,I need to send all my :taco: for today to @Krissy Tripp @Luke Youtsey @Alanna Davis @Brandon Martinez @Hui Ma  who have jumped in to assist our CG CJA team with various amount of CJA/AEP/AA/PM/Data Discovery needs this week. We have a lot of P0 deliverables in flight and tight deadlines to hit so I appreciate you all for stepping in when you could to help us out in any and all capacities so we could keep moving forward. I cannot thank this group enough for their efforts big and small this week :heart_hands::skin-tone-3: :old-man-yells-at-adobe:
11622fc00ab55906,@Brett Ripley @Collin Stewart :taco: :taco: :disco: Great work this week on Social Thinking and Frello!
e4d3b95ec9dde46a,@Claire Cheng :taco: :taco: :taco: :taco: :taco: provided provider to the providers
94759a82224c0bf9,Kudos to @Brandon Martinez and @Alex Krumins for always being great resources! :taco:
8cf427a9ddb39645,@Desiree Ott @Joe Allman @unknown_user @Virginia dotting our I’s and crossing our T’s for a big release! Good job y’all—time to rest our brains. :beers: :taco:
50ae1763c3415f86,@Rayan Dhamuke :tiger: :taco: :supermule: :taco: :+1:
485efeb7a7d0024e,@Michael Robbins @Tim Jacobs @Brandi :taco:
e5df4c8a834121d4,:kiss: Nice job @Amberlyn Etienne:taco: ! Way to impress :taco: and can't wait to see :taco: what you make happen for this team.:taco:
affa1ebb62af09ae,@Nicholas Pascarella :taco::taco: for stepping further into Yara while I was out. Seems like you did a great job handling the intricacies of the project. :farmer:
55dacceba3ee2462,"kudos and :taco: to @Luke Youtsey for presenting a stellar :intuit: :alteryx: migration knowledge-share in collaboration with their enterprise BI team for about 25 client attendees to hear about and learn tip and tricks  our past experience doing the same work primarily for :turbotax: . the session was smart, applicable, and dare i say…charming :cheers:\n\nwhile Luke did most of the talking, i know @Victor Valdes Diaz and @Olga Poleleyeva did a significant amount of the prior migration work and also building out content for this session. i know @Ali Groepper contributed  behind the scenes as well. :concord: Analytics shined brightly in the session and now 25 more :intuit: team members know who to engage to solve their Alteryx migration challenges as well :smart:"
132457d2a1c1f54a,:taco: to @Camryn Backes for being on top of all of her Intuit Data Enablement tickets and always escalating/speaking up if she has any unanswered questions! Thank you!
bd44a7cc8d8ec040,":taco: to @Hal Robison Conrad and @Madison Wallace\nThank you for both of you being flexible and helping cover me on US Bank while I was having all the ""fun"" moving last week.\nHal was able to work on two, possibly three, of my validations even though she had a full plate of her own. Madison offered to help out, and we hopped on a call to get her up to speed on an expansive modernization feature at the bank.\n\nThank you both, you made my week easier!"
ce137de561799914,@Amberlyn Etienne @Alanna Davis Thank you for leading the charge on our first stakeholder interview today for concord analytics! :taco:
a67ce147e5abab98,":taco: @Olga Poleleyeva @mada.subaiti @Abhiram Nannapaneni it says a lot when the stakeholder decides to close a gap between scopes because ""I might as well just go on vacation since you all won't be around"" then followed up by saying ""I can't overstate your impact in getting this work done, it has been a game changer"", but to be very honest, i could use any list of compliments and kudos that Brandon and team has passed along to you all\n\nThe trust that you all have built and curated with the data innovations team by accomplishing what they thought to be largely impossible. Standardizing metadata fields across 17 marketing channels over 3 months so that they can enable cross channel analysis and bolster their marketing mix capabilities, mapping out the path to clean entity and supporting their decision making along the way is such a high level mix of skills that you all put on center stage for all to see. I'm luck to work with such an impressive team :eeveexpika_highfive: :taco-trophy:"
2f6b828aef2de039,@Megan Mullowney @JD Singh :taco: :taco: for also being wonderful team players (and also great at what they do :smile: )
ace22dc480f288df,":taco: for @Niki Reker @Dawson Carter @Sean Miller on their prod deployment of Centric Brand's Sigma Dashboards :clapping_all:. These dashboards are QAd, signed off by the business, and to put a bow on it, has hand off playbooks that include a project summary, data architecture overview, virtual layer/report mapping, report inventory, dashboard overviews, Sigma RBAC, and more :face_exhaling:. That light at the end of the tunnel is shining bright on the amazing work you all did to get here!"
baab4d17de8e36e1,"KUDOS to the MC team @navid.istanbullu @Jessica Cirlincuina @McKenzi Gooch @Gressi Lopez @Shivani Gupta for their continued hard work on QA of Mailchimp data, they not only secured a prebill for the full budget, but they also found significant issues in the underlying data that the client thanked us for flagging because he wouldn't have figured it out without our thorough data analysis, These issues are directly tied to sales rep compensation at Mailchimp. GO TEAM AND THANK YOU!!!!! :muscle::skin-tone-4::taco:"
02f1a5394bb97f4d,@Kyle Anderson @Silas Rhyneer @Ben Christiansen hanging from a bar :taco:
5e896deefa64ed32,@Elena Williams - Message me on Teams thanks for your support!! :taco::taco::taco:
76da6d3d76728fe2,Shout out to @Austin Carrill who got some positive feedback from the client recently. The client took notice of how engaged engaged and thorough Austin has been. Keep up the good work! :taco:
4d5fd9e452f973b7,":taco::taco: @Samantha Herrington thanks for jumping in to help a client sneak an analysis across the wire for their deadline. It's never fun getting the :alert: on a Tuesday afternoon, but giving them the attention they need is the best way to keep them in check :ice_cube:"
ea957b7f614b2dc7,@Sean Miller @Corey Swope @Niki Reker for kicking off Centric :taco:
16e91153b8db3507,Happy birthday @Eli Zelle! :tada:
1c8433946fe686f6,Thank you @Kate Marxkors and @Luke Youtsey for the detailed and informative project lead training session on JIRA &amp; Client Communication today!! :taco::taco::taco::taco: All my remaining tacos for you!!
00be1b022098bec5,"Thanks all for participating in the BI Team Trivia game today! As a reminder: @Gressi Lopez has generously offered 5 entire tacos to the winner @Gabby Lopez :taco-trophy:\n\nHere are the answers:\n1. Whose first job was at a Pizza Ranch? Alex\n2. Who is most likely to substitute out their coleslaw when ordering? Jean-Luc\n3. Who spent a summer in Hawaii but whose dream vacation is to visit Antarctica? Sean E.\n4. What is Brian's newest hobby? Videography/Editing\n5. Which item does Gabby NOT want on her Mexican food? Queso\n6. What was Ali's first job? Chips &amp; Pickle Person (unfortunately not a vape shop cashier)\n7. Who has held the title of Printing Press Worker &amp; PBS Station Operator? Samantha\n8. Which team member can best lend a hand on a farm (but not an Artichoke farm)? Tyler\n9. Where is Jess celebrating her birthday this year? Puerto Vallarta\n10. Which Mario Kart character does Sean M. always pick? Funky Kong\n11. Where are you most likely to find Gressi if he gets lost at Mall of America? Rainforest Cafe (or potentially snagging a Dollarita  Applebee's)\n12. Who (ironically) enjoys silence while working and does not appreciate Country music? Olga\n13. If Leah were at a salad bar, which salad would she NEVER go for? Pear Salad (<https://www.southernliving.com/recipes/pear-mayonnaise-salad-recipe|as described by Southern Living)\n14. Where is Dan's dream vacation? Northern Europe (to see the Norweigan Fjords and Iceland)\n15. What was Liam's favorite job? Swim Coach\n"
c63fd896b39c59a7,"oh my Josh! @Josh Stephens @Josh Stephens thanks for the talk with our partner Claravine, appreciate you guys :taco::taco:"
69b3516973329777,Kudos to @McKenzi Gooch for catching an error in a client created template SQL query that underlies multiple test read dashboards that was doubling (!?!) the revenue metric via near duplicate rows.  Not only is did this fix our QA problem (our values weren’t matching of course) but it will likely correct multiple KPI in these reads.
ab81438407a6002e,@Tracy Burns-Yocum take all my tacos for conversion validation for IPD Health :taco::taco::taco::taco::taco:
